date,canasta_basica,combustibles,conflicto_bloqueos,conflicto_demandas_y_negociacion,desarrollo,divisas,minero_cooperativista,obras_publicas,productivo,salarios,sistema_financiero,transporte_tarifas,economia_negativo,economia_positivo
2023-12-26,1.7522,0.2869,0.4255,1.0899,0.7132,1.4096,1.2776,1.2504,1.7271,0.9294,1.9898,0.7050,24.5857,22.0587
2023-12-27,1.4505,0.2706,0.4511,1.1836,0.7538,1.8117,1.2432,2.6849,1.4550,0.4236,1.9517,1.1420,24.4050,24.8851
2023-12-28,2.1317,0.2189,1.1123,1.7141,1.2500,1.9334,0.9119,2.2585,1.2867,0.9184,1.4115,0.7109,20.0568,18.9682
2023-12-29,1.1469,0.2129,1.5995,1.4043,1.1685,0.9859,0.8482,2.4759,1.9414,1.2971,1.1293,0.5851,27.3923,24.7464
2023-12-30,1.5035,0.1984,1.2876,1.2852,0.5815,1.0607,1.5364,1.8026,1.6876,2.0345,1.2017,0.7364,29.4599,32.7309
2023-12-31,1.7746,0.5432,1.3205,0.8618,1.4750,1.6961,1.0209,2.6294,1.2801,0.8948,1.4045,0.6422,21.2229,38.8359
2024-01-01,1.0417,0.2994,1.3100,0.7490,1.2846,2.3335,1.0671,2.4258,2.0122,0.8927,2.3761,0.5497,19.6176,34.5774
2024-01-02,0.6305,0.3966,1.5790,0.9807,0.7991,1.5482,2.0918,1.1787,0.8718,0.2669,1.3029,1.4446,27.1369,13.7478
2024-01-03,0.8763,0.2785,1.1882,1.1033,0.6062,2.7473,0.5470,1.8633,1.0592,0.5420,1.4156,0.6483,15.9843,30.7945
2024-01-04,0.7280,0.4135,3.3379,2.3599,0.9313,1.2966,1.0177,1.4808,1.0560,0.8490,1.8365,0.7114,25.4724,14.9437
2024-01-05,1.9218,0.1194,2.6345,3.0059,0.6709,1.6516,0.3893,2.3184,1.4232,1.2210,0.9012,0.8396,22.8684,24.5409
2024-01-06,1.3688,0.0571,2.1237,2.5684,1.3405,2.1740,0.6392,2.0656,1.0664,2.0189,1.0778,0.5562,21.3023,22.6776
2024-01-07,1.9135,0.1042,3.9945,2.4290,1.3607,2.8007,1.0055,2.0233,1.8200,1.3357,1.2244,1.3641,22.5760,21.8655
2024-01-08,0.9569,0.3140,1.1435,1.2190,1.0231,1.8088,0.8896,2.6326,1.2694,0.2159,1.3271,0.4801,19.6528,21.0924
2024-01-09,1.8782,0.3182,1.9874,1.1905,1.1882,1.8442,0.5229,2.1114,1.2809,0.6510,0.7555,0.4835,20.0909,28.0338
2024-01-10,2.0618,0.4670,1.5109,1.4395,1.2399,1.9205,0.7706,2.2470,1.7771,1.0003,1.6163,0.8014,19.1404,29.0302
2024-01-11,2.0196,0.2165,0.8203,1.3617,0.4456,0.7486,0.8670,2.7865,1.5282,0.7110,0.9359,0.6514,15.3642,21.5975
2024-01-12,1.2117,0.5310,1.6577,2.0443,0.9388,0.7826,0.6046,2.4725,1.8316,1.1629,0.9104,0.9231,17.1248,34.8690
2024-01-13,1.1487,0.3856,1.8827,1.6640,1.1445,0.6747,0.8566,2.2780,1.1357,1.3489,0.8199,0.6682,21.9558,18.5604
2024-01-14,0.4639,0.6051,3.2630,1.8915,0.3518,1.3907,0.8727,0.9340,1.1959,0.6040,0.6043,1.4703,18.2168,21.4473
2024-01-15,2.2780,0.3793,3.3223,1.7103,0.3601,1.4459,0.9288,1.1493,1.4740,0.6575,0.9281,1.0867,19.8337,32.1596
2024-01-16,0.9776,0.5274,8.2556,3.2262,0.7531,0.7430,0.6109,2.4764,1.2845,1.0058,1.2217,0.7038,27.7997,27.8414
2024-01-17,1.0539,0.4900,5.9811,1.7692,0.9623,1.0045,0.8561,2.5566,1.3930,0.8179,1.8628,0.5511,19.9170,21.2210
2024-01-18,0.7793,0.4195,2.7731,1.8737,1.3724,3.7831,0.8089,2.4517,0.7378,0.5436,1.5160,0.9265,17.0286,19.1399
2024-01-19,0.6752,0.6540,1.8246,2.0478,1.0712,2.4592,0.9200,1.9576,0.4833,0.9494,1.0256,1.0353,18.1259,19.5206
2024-01-20,1.5379,0.6203,2.9709,1.4746,0.3394,2.0183,1.0282,1.4902,1.1156,0.6147,0.6508,0.5758,32.1238,16.7030
2024-01-21,0.7388,1.5970,4.4540,0.8701,1.3685,2.3156,0.6979,0.4175,0.9370,0.3814,0.7171,0.3454,30.2104,10.0352
2024-01-22,0.8943,2.0556,12.3593,2.0133,0.7219,0.7301,0.6948,1.2367,0.8907,0.7347,0.9369,0.9848,23.3059,23.1899
2024-01-23,0.8086,1.3398,18.8512,1.4171,1.7678,1.4015,0.5985,0.6722,1.4384,0.5931,0.5793,0.2487,27.2282,11.9611
2024-01-24,0.7109,0.9603,14.0063,1.6638,1.0316,1.5751,0.4644,1.7025,1.6382,1.0045,0.7569,0.9054,18.9210,22.9651
2024-01-25,0.9962,0.7197,14.1972,2.6141,0.6712,0.6172,0.4125,2.9325,1.0795,0.3023,0.9043,0.6756,28.5071,18.5495
2024-01-26,1.4663,0.8657,12.8804,2.2342,0.7818,0.6178,0.8558,2.1067,1.2259,0.8172,0.6385,0.7168,11.9663,16.1203
2024-01-27,2.3154,0.8769,7.7648,1.6510,0.5457,1.4791,0.5980,0.9080,1.0616,0.8598,0.4813,0.2769,6.0322,17.4738
2024-01-28,3.0244,1.0475,12.5695,2.8828,0.7243,1.7880,0.6811,0.5901,0.8178,0.6175,0.5556,1.0390,28.9784,27.2519
2024-01-29,2.7763,1.4657,13.2854,2.5266,1.3923,1.4268,1.5095,2.2504,1.4516,0.6491,0.9686,0.5651,20.5382,25.9603
2024-01-30,2.8979,1.4463,12.5247,4.6592,0.6934,1.2461,0.6580,2.0197,1.2144,1.3008,0.5921,0.5102,31.1236,27.2003
2024-01-31,1.9253,1.2963,10.4214,3.6280,0.9083,1.8130,0.7025,2.4013,1.0789,1.0674,0.7693,0.9403,23.2905,13.0741
2024-02-01,2.2510,2.0999,13.6619,2.4237,1.0173,0.8296,0.4025,1.6204,1.4775,0.6412,1.0907,0.4787,20.8441,25.1265
2024-02-02,2.2380,0.9703,14.0677,2.8432,1.0291,1.3384,0.5799,1.0864,1.9540,0.7637,0.6411,0.6847,15.4947,21.9041
2024-02-03,2.6105,0.6947,13.1913,2.7389,0.7115,1.4823,0.2655,1.8176,1.4712,1.4224,0.7461,0.7550,10.4968,25.4611
2024-02-04,1.8446,1.0562,12.0471,1.5628,2.0041,2.1561,1.2755,1.4259,2.2734,1.2441,0.6286,0.9679,23.3395,18.3531
2024-02-05,1.0780,1.8015,12.9376,0.9904,0.5797,1.9177,0.9919,0.6252,1.0012,0.8392,1.0840,0.4256,34.5228,15.7700
2024-02-06,1.1397,1.7496,11.0070,1.5141,0.6503,0.9946,0.5076,2.1173,0.9965,0.5089,1.0294,0.6462,19.9330,23.9450
2024-02-07,1.8015,1.4399,12.1700,2.2087,0.6538,1.2914,0.3246,1.8117,0.8227,0.9684,0.8149,1.0966,24.6156,18.8099
2024-02-08,1.4974,2.2637,5.0963,1.9096,0.8730,1.5734,0.7213,2.3981,0.8761,1.0598,1.5004,1.5830,25.4351,20.2631
2024-02-09,1.1844,1.3129,3.0268,2.2255,1.1988,2.5003,0.5800,2.5362,0.5709,1.1831,1.8500,1.2803,26.6399,19.6984
2024-02-10,1.0208,1.8594,1.9732,1.8722,1.3005,2.5357,1.3178,3.7770,1.0212,0.3510,1.6777,0.5260,39.9616,29.1702
2024-02-11,0.6696,1.6095,1.6560,2.1700,0.6174,2.4086,1.0912,0.7524,0.9607,0.3917,2.3143,0.7317,42.2688,9.6984
2024-02-12,2.1250,1.2377,1.8391,1.0495,0.3887,5.0999,0.6391,1.1003,1.4192,0.4303,1.2859,0.2582,24.7494,14.3843
2024-02-13,1.1184,0.9700,4.3379,0.5234,1.0469,2.3168,0.9260,0.6109,1.1643,0.5645,1.1155,0.4048,15.5947,3.2619
2024-02-14,0.7679,1.4200,3.0174,1.2598,0.7806,2.2548,0.7501,1.1355,1.2067,0.4079,0.5175,0.4763,33.9180,16.9287
2024-02-15,0.9462,1.9391,3.0103,2.1428,0.9487,4.5746,0.8702,2.8284,0.9934,0.6318,1.4874,0.3851,27.8566,16.9709
2024-02-16,1.2985,3.3827,4.0466,2.2240,1.3325,5.2384,1.5350,2.5535,1.6395,0.9029,1.3615,0.8884,34.3590,15.9510
2024-02-17,1.2396,2.4180,3.9894,3.9805,0.9460,4.6512,1.8511,2.9121,1.7915,0.7443,0.7967,0.7231,38.2071,11.5053
2024-02-18,1.7089,0.8227,4.4160,0.9799,0.5377,4.1479,1.0672,1.6598,1.6174,0.1897,1.0617,1.6533,46.9052,9.0035
2024-02-19,2.1236,2.3936,1.4554,1.4015,0.4565,4.7701,1.5265,1.4678,1.1028,1.0045,1.0579,1.2823,34.1412,12.8450
2024-02-20,1.2252,1.8634,2.0486,3.0855,0.9662,5.7545,1.5935,2.8835,1.8785,0.9984,0.9416,0.7079,25.1932,16.2285
2024-02-21,1.6658,1.0408,1.3080,2.4313,1.5120,6.1056,1.3364,1.2813,2.7816,1.2971,1.2753,1.4155,28.8257,13.3720
2024-02-22,1.4978,0.3615,1.0372,3.0187,1.7796,2.0350,1.6227,1.9152,1.5831,1.5297,0.8851,3.3013,21.7679,19.4709
2024-02-23,0.8613,1.5651,1.9985,2.6800,1.3974,2.6877,0.9307,1.8243,1.3708,2.4496,1.6018,3.7809,18.7380,20.9519
2024-02-24,1.1264,0.8014,1.3290,2.6684,1.0975,3.0254,1.1032,2.0184,1.5156,1.1294,1.5103,3.0498,24.9294,12.8041
2024-02-25,1.0417,0.5220,1.6352,0.9652,1.1927,1.5704,1.4100,1.6554,1.0366,0.9802,1.5968,0.8339,22.5352,8.6982
2024-02-26,1.0382,0.2377,1.3320,1.3471,1.5234,2.7014,0.8842,1.0194,0.4177,0.4551,1.3478,2.0401,25.7634,15.6277
2024-02-27,1.1739,0.5318,1.2453,1.3265,1.0012,3.3909,0.7800,2.2119,0.6757,1.1110,2.3907,1.0416,27.6725,23.9846
2024-02-28,1.4892,0.9534,2.0606,2.4437,1.4303,2.5730,1.0242,2.1547,1.1159,0.6654,1.8198,1.7883,25.4071,22.9200
2024-02-29,0.8965,0.7918,1.0742,2.6633,1.4232,2.7479,1.6909,2.9511,1.1418,1.5135,2.6298,0.8831,19.6845,24.6749
2024-03-01,1.5878,0.3183,2.6770,2.2184,1.5345,2.1807,0.8567,2.8440,1.3093,1.0220,1.9633,1.4436,30.3533,19.0741
2024-03-02,1.3160,1.2157,1.4291,1.7504,1.2513,2.6232,1.0934,3.3869,0.9554,0.7728,2.6909,0.7604,26.6760,20.9129
2024-03-03,1.3026,0.2028,3.1987,1.2320,1.9321,2.3450,1.1161,1.2182,2.3211,0.6412,1.0698,1.1553,18.6819,17.8457
2024-03-04,1.2445,0.1424,1.1256,1.4368,1.4814,1.4263,0.4978,1.9314,1.3794,0.4560,1.3850,0.5170,19.2447,15.7366
2024-03-05,1.5772,0.4866,1.3007,1.7437,1.2022,1.5955,0.7164,2.1389,1.5676,1.2656,0.9571,0.9779,18.5785,18.7851
2024-03-06,0.9342,0.4721,1.0510,2.4322,1.9580,2.0004,1.7940,2.0240,1.3017,1.9598,1.7434,1.0338,12.9431,18.1696
2024-03-07,1.2222,0.3272,0.7519,2.5540,1.2313,1.9724,0.9416,3.0876,1.0212,1.1713,1.5955,0.6374,16.1035,22.5246
2024-03-08,2.0646,0.5062,0.7562,1.8582,1.5689,0.6182,0.6805,4.5686,0.8382,0.9083,1.6616,0.8373,24.5092,23.5159
2024-03-09,0.9469,0.4602,0.7582,1.7107,0.8045,1.2566,0.7501,3.4440,1.1396,1.4966,1.7193,0.2926,14.2681,25.5004
2024-03-10,1.2842,0.0675,0.7273,1.3958,0.6773,1.7500,0.9414,0.6996,1.0478,0.8458,0.6484,0.3914,25.9872,14.8259
2024-03-11,1.6229,0.2678,0.4263,0.8144,0.6910,1.0943,0.5989,1.2082,1.1760,0.7866,0.6980,0.4803,35.2459,12.2516
2024-03-12,1.3757,0.1491,0.5443,2.0258,1.0749,1.3827,1.3272,1.5358,0.6551,0.5462,1.8003,0.2146,26.8463,16.9360
2024-03-13,0.9941,0.2799,1.0022,2.7178,0.7305,1.4782,0.8033,2.4358,1.3701,1.0819,0.8867,0.9807,17.7049,22.4456
2024-03-14,1.4576,0.3483,0.6956,3.2220,1.0527,0.7587,0.3761,2.5418,1.5640,0.9843,0.8898,0.6509,18.6350,17.0553
2024-03-15,1.4428,0.4278,0.8742,1.7844,1.4242,1.8640,0.8540,2.6370,1.0095,0.7716,1.3601,0.7180,24.2707,14.0613
2024-03-16,1.2902,0.6068,1.0382,1.6329,1.1499,1.6095,0.9852,2.4326,1.4091,0.6727,0.4638,0.6662,24.5846,15.4482
2024-03-17,1.8399,0.7163,1.4026,0.9687,1.1215,1.9825,1.3590,2.6966,0.9353,0.7779,0.8791,0.6079,25.2392,17.1915
2024-03-18,1.2650,0.8699,1.5943,1.3086,1.4281,1.8231,1.1923,2.0699,1.4286,0.5526,1.6137,1.1300,21.5363,24.2806
2024-03-19,0.5278,1.7456,1.3435,1.6322,1.6246,0.7990,0.6143,2.7645,1.3093,0.6138,1.0216,0.9395,20.1599,18.3678
2024-03-20,1.1882,1.5270,0.8192,1.5858,1.6552,1.8907,1.4091,1.9412,1.3144,0.7766,0.9527,0.7441,26.0929,17.2885
2024-03-21,1.5251,0.6186,0.5897,1.0437,1.2416,1.7509,1.0253,2.2806,1.2044,0.6062,0.7228,0.6868,22.1226,17.2840
2024-03-22,1.0058,0.3763,0.6823,1.0150,1.6131,1.0431,0.8377,2.2266,1.4111,0.7603,0.8769,1.0733,16.3884,13.0758
2024-03-23,0.9294,0.9413,0.5847,1.1530,1.5800,1.4360,0.7617,1.2259,0.9432,0.8582,0.9336,1.2288,20.7954,11.2784
2024-03-24,0.5919,0.2115,1.6252,0.8279,0.9275,0.6011,0.9522,0.7329,0.7364,0.3328,0.2643,0.5221,21.7969,14.3438
2024-03-25,1.8270,0.3260,2.1170,0.8817,0.5357,1.1601,0.8148,2.0365,0.7211,0.5199,1.0890,0.4154,20.5881,19.7335
2024-03-26,2.6423,0.3679,2.3544,2.3859,1.2283,1.4049,0.7644,3.5672,1.4106,0.5031,1.1071,0.5847,14.3623,30.8335
2024-03-27,3.5639,1.4577,2.1766,1.7415,1.1825,0.9357,0.5646,2.8198,3.8360,0.6391,1.1876,0.4511,20.2523,26.1662
2024-03-28,2.9459,1.3233,1.0162,1.3330,1.2060,0.8424,0.8032,2.2549,2.9040,0.5499,1.1528,0.8043,22.2087,21.9394
2024-03-29,3.1180,0.4661,0.7430,0.9044,0.9624,0.8692,0.8050,1.7170,1.8852,0.2609,0.6119,0.7812,18.5111,25.9230
2024-03-30,2.4690,0.6323,0.8051,0.6878,1.2754,0.6777,0.7287,2.5791,2.7319,0.2307,0.6689,0.5472,18.1797,23.5012
2024-03-31,1.1966,0.7908,1.0011,1.5182,1.6668,0.8285,0.5946,1.6691,1.0855,1.2727,0.9635,0.5253,11.6176,19.3745
2024-04-01,1.0648,0.2753,0.7205,1.3405,0.6667,1.2381,0.6421,1.3491,3.3016,1.5446,1.2369,0.5006,31.8649,17.4981
2024-04-02,1.6183,0.3681,0.8349,2.0048,0.8147,1.3198,0.3687,1.6569,1.4776,1.4124,0.6841,0.5001,35.6898,14.4029
2024-04-03,0.9895,0.3958,0.7685,1.7444,0.7950,1.7257,0.5723,2.6615,1.2853,1.0001,0.6220,0.5048,30.2531,8.8321
2024-04-04,1.2346,0.7907,0.7112,2.3791,0.7449,1.2461,0.6538,2.7006,1.5828,1.6732,0.7684,0.4562,24.7789,20.8053
2024-04-05,1.0627,0.7397,1.2528,2.1326,1.2672,1.8687,0.7530,2.4244,1.6712,1.3283,0.6214,0.7943,23.7993,21.9995
2024-04-06,1.2443,1.5543,1.8189,2.2918,0.8618,1.2680,0.7275,3.4296,1.2879,0.9215,1.0692,0.7547,18.5371,11.6571
2024-04-07,0.9604,1.2292,1.1488,1.6726,1.3663,1.4779,1.6124,1.0715,1.3962,0.7463,1.4290,0.6098,18.8766,20.8680
2024-04-08,0.8840,1.0436,1.3482,1.7378,0.9852,1.9836,1.6201,1.6047,1.9799,0.9799,0.9642,0.4719,21.4757,23.4675
2024-04-09,0.8459,0.7005,1.2904,3.8115,0.6329,1.5996,0.7814,1.6533,1.1644,1.5369,0.5967,0.7276,31.1116,17.2472
2024-04-10,1.0578,0.8508,1.4161,3.1384,1.1806,1.8413,0.8100,2.3445,1.3226,2.2284,1.1242,0.7356,29.2941,14.4960
2024-04-11,1.6809,0.2711,1.2247,3.1907,1.2700,2.0475,0.7644,2.2203,2.0476,1.6431,1.3532,0.7155,27.2477,20.5542
2024-04-12,1.2467,0.6118,1.2744,2.5896,1.6425,2.8662,0.8784,2.5308,1.6619,1.5270,2.5753,0.5304,31.1669,18.5223
2024-04-13,0.9968,0.5736,0.8962,4.0884,1.7927,1.8527,1.1965,3.4235,1.4677,1.0960,1.2131,0.7224,26.6932,26.8687
2024-04-14,1.6655,0.4648,0.8945,2.9766,0.9414,1.3643,0.5230,1.4786,2.3331,1.0563,0.8613,0.7835,21.5042,21.8400
2024-04-15,0.9508,0.4177,1.0232,1.7950,0.4022,1.4684,0.5535,1.7573,1.5112,1.7093,0.6742,0.9054,25.2542,25.0559
2024-04-16,1.6278,0.7399,1.1676,3.4699,0.8944,1.1172,0.4576,2.4884,1.3017,1.8539,1.5997,0.7673,30.7069,19.1036
2024-04-17,1.1155,0.2017,1.1452,2.7410,1.5245,1.0851,0.4641,2.5861,1.5258,2.3798,0.9550,0.7809,22.0555,25.6780
2024-04-18,1.5031,0.4190,1.2847,3.4970,0.6645,1.1982,0.4460,2.4625,1.6295,1.9363,0.7249,0.6992,21.4314,22.3887
2024-04-19,1.0101,0.5468,1.2915,5.4317,0.9943,1.2959,0.4877,2.5535,1.6727,2.6179,1.2007,0.4803,29.7214,17.7585
2024-04-20,1.6936,0.4714,0.7602,3.8795,1.1660,1.4863,0.6652,1.9133,1.3869,3.1476,0.7134,0.4641,27.6863,18.5572
2024-04-21,1.7160,0.3361,0.7363,2.6460,0.8993,1.2703,0.9037,3.1573,1.7997,1.7458,0.4024,0.6577,34.4802,22.9101
2024-04-22,1.9863,0.3278,0.9326,3.3024,1.2560,1.4080,0.9653,1.2617,1.2675,1.3835,0.8899,0.7543,41.8197,17.7863
2024-04-23,1.6832,0.3592,2.5866,4.1067,0.8221,1.2025,0.6652,2.5733,2.1476,1.2205,0.6517,1.1165,33.5407,17.0105
2024-04-24,0.7251,0.2910,1.8871,5.0710,2.0273,7.1741,0.7184,1.9730,1.3053,3.5722,0.6525,0.6527,48.5384,10.4205
2024-04-25,1.5051,0.6756,0.6928,2.5330,0.8634,6.4420,0.6098,1.7464,1.2966,3.7241,0.7430,0.9413,36.4343,13.9203
2024-04-26,1.0430,0.3697,0.6574,2.2997,1.3150,1.7529,0.8768,2.6339,1.9032,1.6496,0.7957,0.9146,27.6525,21.0238
2024-04-27,0.8178,0.2801,0.8839,2.0467,1.3121,1.3566,0.7614,3.1771,2.1810,1.6260,1.3406,0.8046,30.5998,20.5739
2024-04-28,0.9531,0.2745,0.9044,1.5649,1.0927,1.8801,1.2670,1.4339,1.5645,1.3659,2.2281,0.9382,39.4230,15.8273
2024-04-29,1.2977,0.1831,0.6622,1.0107,1.1412,2.5960,0.5568,1.8748,1.7661,1.1469,2.6333,0.7009,39.9591,14.4016
2024-04-30,0.8481,0.1154,0.4347,2.3715,1.1322,2.7936,0.5613,2.1230,1.7601,1.4231,2.0354,0.7615,42.8830,10.4301
2024-05-01,0.9136,0.6837,0.6415,2.8280,1.0094,2.4179,0.6818,2.3102,1.0778,1.5041,1.2812,0.6943,21.9015,18.0770
2024-05-02,0.9135,0.0375,0.7859,2.0495,1.2752,3.6792,0.6949,1.8918,1.6587,4.1399,1.2333,0.5406,24.8347,16.7133
2024-05-03,1.3038,0.1498,1.0524,1.4546,0.9671,1.8968,0.6163,2.7789,0.9475,2.4972,0.7874,0.9085,34.3232,15.3132
2024-05-04,1.6512,0.1467,1.8462,2.3274,0.7829,1.2182,0.5056,1.7210,0.7464,1.2153,1.2635,0.8587,28.8620,23.4555
2024-05-05,1.4563,0.0512,1.6070,2.3183,1.8088,0.8331,1.1644,0.6996,0.7249,0.9772,0.7623,0.5423,19.8061,21.9325
2024-05-06,1.7951,0.3893,1.4157,2.0137,1.0431,2.5221,0.9438,1.1547,1.3420,0.7951,2.1208,0.6363,29.7518,17.4988
2024-05-07,1.5903,0.1497,1.6232,1.9929,1.3980,1.8693,1.4155,2.6580,0.9529,1.3057,1.6768,1.2145,30.5788,21.3725
2024-05-08,1.9479,0.6817,1.1580,2.2390,0.9305,1.6492,0.8632,2.3013,1.6361,1.2755,0.9822,1.7204,31.5112,13.5461
2024-05-09,1.2168,1.9577,0.8329,1.8598,0.7765,2.4777,0.9987,1.8378,1.3500,0.8154,0.8391,1.3712,36.8211,13.5543
2024-05-10,2.0634,0.8259,1.5389,2.0996,1.1496,3.0891,0.9022,1.4866,1.6939,1.2218,1.5812,2.1836,32.2506,12.3697
2024-05-11,1.4356,0.7240,0.8608,1.9299,0.8646,2.5302,1.1944,1.8886,1.3104,2.0017,0.7324,4.1155,31.5014,19.2211
2024-05-12,2.1008,0.7087,0.9807,1.0537,0.7846,3.0187,0.7207,2.1490,1.3877,0.4363,1.4724,3.3917,20.8769,20.0072
2024-05-13,1.4948,1.4988,3.1244,1.5245,0.8722,3.0667,1.0901,2.0892,2.2867,1.7223,2.0331,1.4891,29.9547,13.2727
2024-05-14,3.7125,1.0079,2.6549,3.2702,0.7158,3.0137,1.1267,2.2127,1.4786,1.3965,0.8701,4.3309,28.1726,16.5320
2024-05-15,3.5319,0.7487,2.5064,4.3531,0.9959,3.2096,1.0202,2.5525,2.0737,1.5555,1.1434,1.5163,31.1334,17.4824
2024-05-16,2.3426,0.5924,1.0373,2.2849,1.1153,1.8130,0.8512,2.3093,1.1340,0.8611,0.9768,1.4175,27.9052,17.6674
2024-05-17,2.9099,0.3244,0.9733,2.5520,1.1022,1.9377,0.6311,2.9964,1.4696,0.4760,0.6564,0.5592,33.6480,14.4124
2024-05-18,2.5208,2.7942,0.9625,3.7791,1.7415,3.6215,0.8213,2.2154,1.4852,0.5349,0.7989,0.7882,30.9127,18.1066
2024-05-19,1.6099,1.4443,1.8473,1.8876,1.5286,1.6307,1.8376,1.6144,1.3747,0.9117,1.4546,0.8067,35.1275,17.3844
2024-05-20,1.6883,2.7778,2.5489,1.9661,0.7556,2.4602,1.1995,1.7205,1.9356,0.4851,2.3305,1.0617,35.9689,11.9606
2024-05-21,2.1586,3.1556,4.4488,5.4914,0.8115,4.7739,0.6724,1.4693,1.0813,0.9291,2.0261,1.5835,24.6310,19.5827
2024-05-22,2.3184,1.6815,2.0966,4.0702,0.9661,4.0727,0.5535,1.8161,1.3183,1.8813,0.9080,2.0535,32.5982,17.9085
2024-05-23,1.9542,1.0299,1.6650,3.2655,0.7791,2.7533,0.6918,2.0692,2.4443,1.6251,1.4682,1.8469,31.5951,15.5913
2024-05-24,1.5959,0.6978,2.5455,3.2207,0.9614,2.3009,0.6670,2.7207,1.2906,0.7103,1.5307,1.0081,30.5541,14.6967
2024-05-25,1.2136,1.1460,2.8440,3.6044,1.9576,2.6615,0.6633,1.4630,0.8068,0.8989,1.4441,0.6210,25.5515,19.3424
2024-05-26,1.9030,0.9333,1.2030,2.1568,1.6899,3.8764,1.2737,1.3822,1.2051,0.9332,2.3799,0.6368,26.5410,21.3939
2024-05-27,2.5467,2.2758,1.2576,2.2386,0.5684,4.4378,0.9482,1.1709,1.9283,1.3940,1.6346,1.6546,38.0724,14.5860
2024-05-28,2.1673,1.4816,1.7129,3.4910,0.8533,2.7072,1.0223,1.5684,1.3970,1.0253,1.7271,1.9560,42.1154,14.2759
2024-05-29,1.6826,2.3770,2.9552,2.5398,0.8256,3.1827,0.6514,1.4155,2.0833,0.6941,1.6337,2.8101,39.4062,15.2915
2024-05-30,1.6460,0.9886,2.1408,2.7975,1.1299,4.0010,0.9922,2.0641,1.5468,1.9814,1.8351,1.9638,31.5645,15.6182
2024-05-31,2.2975,0.8414,3.3325,3.4234,1.2627,2.7232,1.0403,2.4832,1.4870,1.3908,1.4659,1.8579,21.4795,21.2253
2024-06-01,1.9171,1.3547,2.5847,6.4639,1.3631,2.3466,0.8827,2.5555,1.6468,1.5452,2.6864,2.5574,33.4540,13.8288
2024-06-02,1.9133,2.1377,5.1395,3.1547,1.3292,1.8551,0.9704,1.0216,1.6886,0.7850,0.5405,1.7878,26.2386,17.9620
2024-06-03,3.1514,4.0974,5.1468,6.0475,1.8348,2.4912,0.6204,1.5144,2.3294,0.8772,1.5777,1.9261,40.0421,10.1291
2024-06-04,1.5005,6.5621,9.0756,6.0352,0.9953,2.2377,0.9737,2.1685,0.9263,0.6212,0.5894,1.0098,34.2625,10.4205
2024-06-05,2.8454,5.6400,6.4906,5.1821,0.5383,3.8055,0.7129,1.5830,1.5808,1.3935,1.1400,1.3425,41.2114,10.8158
2024-06-06,6.3285,2.9709,1.8785,2.9265,0.9545,4.5205,1.0455,1.7069,1.7772,1.7606,1.0183,1.3303,42.0538,11.3438
2024-06-07,4.4239,2.2298,0.8884,2.4324,0.7297,2.9278,0.7248,2.7509,1.0950,0.7189,0.9901,1.4240,40.0936,12.4256
2024-06-08,5.2465,1.6742,1.8388,1.7208,1.0221,3.2332,1.0957,3.3280,1.2487,0.6438,1.4751,0.5686,32.2326,20.7851
2024-06-09,4.5209,0.9517,3.0753,2.2082,1.3579,2.3760,1.1773,2.1395,0.4690,0.5557,0.9013,0.7072,37.0151,15.4120
2024-06-10,5.6113,0.6449,2.9402,2.0671,1.4093,2.0965,0.7099,1.9235,1.1955,0.7455,0.9486,0.9206,27.3106,14.4919
2024-06-11,5.0510,1.9030,4.7323,5.3536,0.6223,2.4403,0.8764,1.4831,1.1270,0.9307,0.8222,0.6591,40.5769,5.0138
2024-06-12,4.7301,1.6081,3.9410,6.7324,0.8554,2.8401,0.8192,2.2783,1.3278,0.9439,1.7048,1.0014,35.2476,11.2752
2024-06-13,4.3177,3.0429,4.5316,4.3435,0.9007,2.8328,0.7974,1.9929,1.4014,1.4607,1.8089,0.8855,28.7995,14.2783
2024-06-14,3.5612,2.7993,3.6849,6.0282,1.3705,1.6257,0.7159,1.8449,0.7996,0.8270,1.9138,0.8372,27.4123,18.9776
2024-06-15,2.7021,1.6098,3.5268,11.2360,1.4809,1.7225,0.7058,2.7089,1.0886,1.2099,0.8753,0.5237,21.8446,36.6392
2024-06-16,1.8059,2.5667,2.0630,16.0049,1.2133,1.5367,1.4214,1.9354,1.3393,0.9443,1.2583,0.4259,17.7126,22.7798
2024-06-17,3.0844,2.2954,2.7635,12.6433,0.5689,2.0636,0.9794,1.1278,0.6536,0.9596,0.6450,0.8285,32.3448,16.9042
2024-06-18,2.9559,1.4675,3.9370,7.6398,0.9248,1.6078,1.0555,1.9224,1.1458,2.4508,0.8568,0.4593,32.6141,7.1863
2024-06-19,3.8909,1.3068,1.0939,3.8968,1.1029,1.5039,0.9233,1.7530,1.4735,1.7937,0.6049,1.2807,27.6613,19.9819
2024-06-20,2.6662,0.5046,1.1197,3.0462,1.0020,1.3389,0.6464,2.6638,1.9342,1.4919,0.7907,0.6068,29.5063,15.3051
2024-06-21,1.9789,1.1127,1.3755,2.2708,0.8984,2.0410,1.5283,1.9884,1.1542,1.7053,0.8792,0.3909,19.5737,15.7697
2024-06-22,2.2700,1.6484,1.8097,6.8454,1.1832,1.4020,0.4193,3.0035,1.1508,0.7524,0.9157,0.7523,18.7231,20.4103
