departamento,fecha,componente,missing
cochabamba,2025-10-26,Cuidado Personal,5.7085
cochabamba,2025-10-26,Cuidado del Bebé,4.1328
cochabamba,2025-10-26,Cuidado del Hogar,3.6262
cochabamba,2025-10-26,Fiambres,1.885
cochabamba,2025-10-26,Frutas y Verduras,1.9961
cochabamba,2025-10-26,Granos y Hortalizas,43.436
cochabamba,2025-10-26,Lácteos y Derivados,10.3112
cochabamba,2025-10-26,Panadería,9.2488
cochabamba,2025-10-26,Pastelería y Masas Típicas,4.0589
la_paz,2025-10-26,Abarrotes,1.5609
la_paz,2025-10-26,Bazar,0.4455
la_paz,2025-10-26,Bebidas,1.749
la_paz,2025-10-26,Carnes,5.3004
la_paz,2025-10-26,Congelados,1.8846
la_paz,2025-10-26,Cuidado Personal,4.1602
la_paz,2025-10-26,Cuidado del Bebé,0.7355
la_paz,2025-10-26,Cuidado del Hogar,1.8201
la_paz,2025-10-26,Fiambres,4.4571
la_paz,2025-10-26,Frutas y Verduras,8.6108
la_paz,2025-10-26,Granos y Hortalizas,0.0
la_paz,2025-10-26,Lácteos y Derivados,3.0896
la_paz,2025-10-26,Panadería,5.2998
la_paz,2025-10-26,Pastelería y Masas Típicas,4.3683
santa_cruz,2025-10-26,Abarrotes,1.5879
santa_cruz,2025-10-26,Bazar,2.9561
santa_cruz,2025-10-26,Bebidas,1.7694
santa_cruz,2025-10-26,CUDADOS OTC,0.0
santa_cruz,2025-10-26,Carnes,5.0401
santa_cruz,2025-10-26,Congelados,13.9686
santa_cruz,2025-10-26,Cuidado Personal,1.8098
santa_cruz,2025-10-26,Cuidado del Bebé,12.4933
santa_cruz,2025-10-26,Cuidado del Hogar,1.9265
santa_cruz,2025-10-26,Farmacia Otc,0.0
santa_cruz,2025-10-26,Fiambres,3.6895
santa_cruz,2025-10-26,Frutas y Verduras,1.9413
santa_cruz,2025-10-26,Granos y Hortalizas,6.3769
santa_cruz,2025-10-26,Lácteos y Derivados,12.1181
santa_cruz,2025-10-26,Panadería,16.5419
santa_cruz,2025-10-26,Pastelería y Masas Típicas,25.2285
cochabamba,2025-10-27,Abarrotes,2.6919
cochabamba,2025-10-27,Bazar,1.2058
cochabamba,2025-10-27,Bebidas,1.8554
cochabamba,2025-10-27,Carnes,27.4526
cochabamba,2025-10-27,Congelados,10.0451
cochabamba,2025-10-27,Cuidado Personal,5.6996
cochabamba,2025-10-27,Cuidado del Bebé,3.3148
cochabamba,2025-10-27,Cuidado del Hogar,3.7138
cochabamba,2025-10-27,Fiambres,2.6217
cochabamba,2025-10-27,Frutas y Verduras,1.9961
cochabamba,2025-10-27,Granos y Hortalizas,43.436
cochabamba,2025-10-27,Lácteos y Derivados,14.4697
cochabamba,2025-10-27,Panadería,10.4137
cochabamba,2025-10-27,Pastelería y Masas Típicas,4.0589
la_paz,2025-10-27,Abarrotes,1.5928
la_paz,2025-10-27,Bazar,0.0101
la_paz,2025-10-27,Bebidas,1.8063
la_paz,2025-10-27,Carnes,12.9636
la_paz,2025-10-27,Congelados,1.8846
la_paz,2025-10-27,Cuidado Personal,4.2657
la_paz,2025-10-27,Cuidado del Bebé,0.7355
la_paz,2025-10-27,Cuidado del Hogar,2.1098
la_paz,2025-10-27,Fiambres,7.3776
la_paz,2025-10-27,Frutas y Verduras,12.952
la_paz,2025-10-27,Granos y Hortalizas,0.0
la_paz,2025-10-27,Lácteos y Derivados,3.6356
la_paz,2025-10-27,Panadería,6.6746
la_paz,2025-10-27,Pastelería y Masas Típicas,4.3683
santa_cruz,2025-10-27,Abarrotes,1.5879
santa_cruz,2025-10-27,Bazar,2.9561
santa_cruz,2025-10-27,Bebidas,1.4044
santa_cruz,2025-10-27,CUDADOS OTC,0.0
santa_cruz,2025-10-27,Carnes,1.9355
santa_cruz,2025-10-27,Congelados,13.2204
santa_cruz,2025-10-27,Cuidado Personal,1.8098
santa_cruz,2025-10-27,Cuidado del Bebé,12.4933
santa_cruz,2025-10-27,Cuidado del Hogar,2.0147
santa_cruz,2025-10-27,Farmacia Otc,0.0
santa_cruz,2025-10-27,Fiambres,4.6997
santa_cruz,2025-10-27,Frutas y Verduras,1.9413
santa_cruz,2025-10-27,Granos y Hortalizas,13.6515
santa_cruz,2025-10-27,Lácteos y Derivados,10.5499
santa_cruz,2025-10-27,Panadería,15.8441
santa_cruz,2025-10-27,Pastelería y Masas Típicas,27.5119
cochabamba,2025-10-28,Abarrotes,2.7394
cochabamba,2025-10-28,Bazar,1.2058
cochabamba,2025-10-28,Bebidas,2.0153
cochabamba,2025-10-28,Carnes,41.332
cochabamba,2025-10-28,Congelados,10.1562
cochabamba,2025-10-28,Cuidado Personal,6.1745
cochabamba,2025-10-28,Cuidado del Bebé,4.7249
cochabamba,2025-10-28,Cuidado del Hogar,3.7138
cochabamba,2025-10-28,Fiambres,3.208
cochabamba,2025-10-28,Frutas y Verduras,1.9961
cochabamba,2025-10-28,Granos y Hortalizas,43.436
cochabamba,2025-10-28,Lácteos y Derivados,16.8248
cochabamba,2025-10-28,Panadería,14.8473
cochabamba,2025-10-28,Pastelería y Masas Típicas,6.2432
la_paz,2025-10-28,Abarrotes,1.6758
la_paz,2025-10-28,Bazar,0.0101
la_paz,2025-10-28,Bebidas,2.0846
la_paz,2025-10-28,Carnes,20.4429
la_paz,2025-10-28,Congelados,1.9123
la_paz,2025-10-28,Cuidado Personal,4.3868
la_paz,2025-10-28,Cuidado del Bebé,0.7355
la_paz,2025-10-28,Cuidado del Hogar,2.1098
la_paz,2025-10-28,Fiambres,7.7434
la_paz,2025-10-28,Frutas y Verduras,14.2244
la_paz,2025-10-28,Granos y Hortalizas,4.0963
la_paz,2025-10-28,Lácteos y Derivados,4.0861
la_paz,2025-10-28,Panadería,6.7916
la_paz,2025-10-28,Pastelería y Masas Típicas,6.3022
santa_cruz,2025-10-28,Abarrotes,1.7405
santa_cruz,2025-10-28,Bazar,2.9561
santa_cruz,2025-10-28,Bebidas,1.4202
santa_cruz,2025-10-28,CUDADOS OTC,0.0
santa_cruz,2025-10-28,Carnes,2.8321
santa_cruz,2025-10-28,Congelados,13.7316
santa_cruz,2025-10-28,Cuidado Personal,1.8098
santa_cruz,2025-10-28,Cuidado del Bebé,12.4933
santa_cruz,2025-10-28,Cuidado del Hogar,2.0147
santa_cruz,2025-10-28,Farmacia Otc,0.0
santa_cruz,2025-10-28,Fiambres,5.274
santa_cruz,2025-10-28,Frutas y Verduras,1.9413
santa_cruz,2025-10-28,Granos y Hortalizas,21.7049
santa_cruz,2025-10-28,Lácteos y Derivados,12.8191
santa_cruz,2025-10-28,Panadería,15.8467
santa_cruz,2025-10-28,Pastelería y Masas Típicas,27.5782
cochabamba,2025-10-29,Abarrotes,2.5406
cochabamba,2025-10-29,Bazar,1.2058
cochabamba,2025-10-29,Bebidas,2.0153
cochabamba,2025-10-29,Carnes,40.3719
cochabamba,2025-10-29,Congelados,6.0826
cochabamba,2025-10-29,Cuidado Personal,6.2155
cochabamba,2025-10-29,Cuidado del Bebé,5.1652
cochabamba,2025-10-29,Cuidado del Hogar,3.8083
cochabamba,2025-10-29,Fiambres,2.9087
cochabamba,2025-10-29,Frutas y Verduras,1.9961
cochabamba,2025-10-29,Granos y Hortalizas,43.436
cochabamba,2025-10-29,Lácteos y Derivados,11.871
cochabamba,2025-10-29,Panadería,9.7034
cochabamba,2025-10-29,Pastelería y Masas Típicas,6.4114
la_paz,2025-10-29,Abarrotes,1.7622
la_paz,2025-10-29,Bazar,0.0101
la_paz,2025-10-29,Bebidas,2.1832
la_paz,2025-10-29,Carnes,3.6754
la_paz,2025-10-29,Congelados,1.8463
la_paz,2025-10-29,Cuidado Personal,4.532
la_paz,2025-10-29,Cuidado del Bebé,0.7355
la_paz,2025-10-29,Cuidado del Hogar,2.9066
la_paz,2025-10-29,Fiambres,8.4912
la_paz,2025-10-29,Frutas y Verduras,8.6108
la_paz,2025-10-29,Granos y Hortalizas,4.0963
la_paz,2025-10-29,Lácteos y Derivados,4.1447
la_paz,2025-10-29,Panadería,6.7455
la_paz,2025-10-29,Pastelería y Masas Típicas,8.9283
santa_cruz,2025-10-29,Abarrotes,2.1762
santa_cruz,2025-10-29,Bazar,2.9561
santa_cruz,2025-10-29,Bebidas,1.4147
santa_cruz,2025-10-29,CUDADOS OTC,0.0
santa_cruz,2025-10-29,Carnes,3.7561
santa_cruz,2025-10-29,Congelados,13.8796
santa_cruz,2025-10-29,Cuidado Personal,1.8098
santa_cruz,2025-10-29,Cuidado del Bebé,12.4933
santa_cruz,2025-10-29,Cuidado del Hogar,2.297
santa_cruz,2025-10-29,Farmacia Otc,0.0
santa_cruz,2025-10-29,Fiambres,8.018
santa_cruz,2025-10-29,Frutas y Verduras,1.9413
santa_cruz,2025-10-29,Granos y Hortalizas,17.4348
santa_cruz,2025-10-29,Lácteos y Derivados,15.2269
santa_cruz,2025-10-29,Panadería,16.638
santa_cruz,2025-10-29,Pastelería y Masas Típicas,27.6158
cochabamba,2025-10-30,Abarrotes,2.2104
cochabamba,2025-10-30,Bazar,1.2058
cochabamba,2025-10-30,Bebidas,2.169
cochabamba,2025-10-30,Carnes,36.4371
cochabamba,2025-10-30,Congelados,5.5298
cochabamba,2025-10-30,Cuidado Personal,6.8008
cochabamba,2025-10-30,Cuidado del Bebé,5.1652
cochabamba,2025-10-30,Cuidado del Hogar,3.8083
cochabamba,2025-10-30,Fiambres,2.2215
cochabamba,2025-10-30,Frutas y Verduras,1.9961
cochabamba,2025-10-30,Granos y Hortalizas,43.436
cochabamba,2025-10-30,Lácteos y Derivados,10.6503
cochabamba,2025-10-30,Panadería,7.6838
cochabamba,2025-10-30,Pastelería y Masas Típicas,5.3883
la_paz,2025-10-30,Abarrotes,1.8209
la_paz,2025-10-30,Bazar,0.0101
la_paz,2025-10-30,Bebidas,1.9775
la_paz,2025-10-30,Carnes,1.7108
la_paz,2025-10-30,Congelados,1.7178
la_paz,2025-10-30,Cuidado Personal,4.5971
la_paz,2025-10-30,Cuidado del Bebé,0.7355
la_paz,2025-10-30,Cuidado del Hogar,3.2303
la_paz,2025-10-30,Fiambres,4.9084
la_paz,2025-10-30,Frutas y Verduras,8.6108
la_paz,2025-10-30,Granos y Hortalizas,4.0963
la_paz,2025-10-30,Lácteos y Derivados,3.3485
la_paz,2025-10-30,Panadería,3.1019
la_paz,2025-10-30,Pastelería y Masas Típicas,2.4979
santa_cruz,2025-10-30,Abarrotes,2.1708
santa_cruz,2025-10-30,Bazar,2.9561
santa_cruz,2025-10-30,Bebidas,1.2747
santa_cruz,2025-10-30,CUDADOS OTC,0.0
santa_cruz,2025-10-30,Carnes,1.7155
santa_cruz,2025-10-30,Congelados,13.4222
santa_cruz,2025-10-30,Cuidado Personal,1.9579
santa_cruz,2025-10-30,Cuidado del Bebé,12.4933
santa_cruz,2025-10-30,Cuidado del Hogar,2.7391
santa_cruz,2025-10-30,Farmacia Otc,0.0
santa_cruz,2025-10-30,Fiambres,8.2015
santa_cruz,2025-10-30,Frutas y Verduras,1.9413
santa_cruz,2025-10-30,Granos y Hortalizas,21.9649
santa_cruz,2025-10-30,Lácteos y Derivados,14.532
santa_cruz,2025-10-30,Panadería,14.0128
santa_cruz,2025-10-30,Pastelería y Masas Típicas,25.3324
cochabamba,2025-10-31,Abarrotes,2.234
cochabamba,2025-10-31,Bazar,1.2058
cochabamba,2025-10-31,Bebidas,2.1868
cochabamba,2025-10-31,Carnes,31.1703
cochabamba,2025-10-31,Congelados,3.4896
cochabamba,2025-10-31,Cuidado Personal,6.9469
cochabamba,2025-10-31,Cuidado del Bebé,5.1652
cochabamba,2025-10-31,Cuidado del Hogar,3.8303
cochabamba,2025-10-31,Fiambres,2.4135
cochabamba,2025-10-31,Frutas y Verduras,1.9961
cochabamba,2025-10-31,Granos y Hortalizas,43.436
cochabamba,2025-10-31,Lácteos y Derivados,12.3461
cochabamba,2025-10-31,Panadería,7.4685
cochabamba,2025-10-31,Pastelería y Masas Típicas,5.3883
la_paz,2025-10-31,Abarrotes,1.9736
la_paz,2025-10-31,Bazar,0.0101
la_paz,2025-10-31,Bebidas,1.9822
la_paz,2025-10-31,Carnes,3.4422
la_paz,2025-10-31,Congelados,1.059
la_paz,2025-10-31,Cuidado Personal,4.5971
la_paz,2025-10-31,Cuidado del Bebé,0.7355
la_paz,2025-10-31,Cuidado del Hogar,3.8427
la_paz,2025-10-31,Fiambres,7.4091
la_paz,2025-10-31,Frutas y Verduras,8.6108
la_paz,2025-10-31,Granos y Hortalizas,0.0
la_paz,2025-10-31,Lácteos y Derivados,5.2658
la_paz,2025-10-31,Panadería,0.8208
la_paz,2025-10-31,Pastelería y Masas Típicas,6.8097
santa_cruz,2025-10-31,Abarrotes,2.2578
santa_cruz,2025-10-31,Bazar,2.9561
santa_cruz,2025-10-31,Bebidas,1.3039
santa_cruz,2025-10-31,CUDADOS OTC,0.0
santa_cruz,2025-10-31,Carnes,3.2764
santa_cruz,2025-10-31,Congelados,13.4222
santa_cruz,2025-10-31,Cuidado Personal,2.0311
santa_cruz,2025-10-31,Cuidado del Bebé,12.4933
santa_cruz,2025-10-31,Cuidado del Hogar,2.7391
santa_cruz,2025-10-31,Farmacia Otc,0.0
santa_cruz,2025-10-31,Fiambres,9.5527
santa_cruz,2025-10-31,Frutas y Verduras,1.9413
santa_cruz,2025-10-31,Granos y Hortalizas,32.3483
santa_cruz,2025-10-31,Lácteos y Derivados,11.4845
santa_cruz,2025-10-31,Panadería,13.2376
santa_cruz,2025-10-31,Pastelería y Masas Típicas,25.3324
cochabamba,2025-11-01,Abarrotes,2.3554
cochabamba,2025-11-01,Bazar,1.2058
cochabamba,2025-11-01,Bebidas,2.607
cochabamba,2025-11-01,Carnes,31.8609
cochabamba,2025-11-01,Congelados,3.4896
cochabamba,2025-11-01,Cuidado Personal,7.1111
cochabamba,2025-11-01,Cuidado del Bebé,5.1652
cochabamba,2025-11-01,Cuidado del Hogar,3.9679
cochabamba,2025-11-01,Fiambres,2.4135
cochabamba,2025-11-01,Frutas y Verduras,1.9961
cochabamba,2025-11-01,Granos y Hortalizas,43.436
cochabamba,2025-11-01,Lácteos y Derivados,9.9902
cochabamba,2025-11-01,Panadería,9.9692
cochabamba,2025-11-01,Pastelería y Masas Típicas,5.3883
la_paz,2025-11-01,Abarrotes,2.0793
la_paz,2025-11-01,Bazar,0.0101
la_paz,2025-11-01,Bebidas,2.0748
la_paz,2025-11-01,Carnes,6.0848
la_paz,2025-11-01,Congelados,1.059
la_paz,2025-11-01,Cuidado Personal,4.4626
la_paz,2025-11-01,Cuidado del Bebé,0.7355
la_paz,2025-11-01,Cuidado del Hogar,3.8427
la_paz,2025-11-01,Fiambres,7.9993
la_paz,2025-11-01,Frutas y Verduras,8.6108
la_paz,2025-11-01,Granos y Hortalizas,0.0
la_paz,2025-11-01,Lácteos y Derivados,5.1926
la_paz,2025-11-01,Panadería,0.9081
la_paz,2025-11-01,Pastelería y Masas Típicas,6.8097
santa_cruz,2025-11-01,Abarrotes,2.3833
santa_cruz,2025-11-01,Bazar,2.9561
santa_cruz,2025-11-01,Bebidas,1.767
santa_cruz,2025-11-01,CUDADOS OTC,0.0
santa_cruz,2025-11-01,Carnes,3.2764
santa_cruz,2025-11-01,Congelados,13.4222
santa_cruz,2025-11-01,Cuidado Personal,2.0311
santa_cruz,2025-11-01,Cuidado del Bebé,12.7941
santa_cruz,2025-11-01,Cuidado del Hogar,2.763
santa_cruz,2025-11-01,Farmacia Otc,0.0
santa_cruz,2025-11-01,Fiambres,4.5226
santa_cruz,2025-11-01,Frutas y Verduras,1.9413
santa_cruz,2025-11-01,Granos y Hortalizas,10.1284
santa_cruz,2025-11-01,Lácteos y Derivados,13.1429
santa_cruz,2025-11-01,Panadería,16.019
santa_cruz,2025-11-01,Pastelería y Masas Típicas,25.3324
cochabamba,2025-11-02,Abarrotes,2.4502
cochabamba,2025-11-02,Bazar,1.2058
cochabamba,2025-11-02,Bebidas,2.6154
cochabamba,2025-11-02,Carnes,8.6306
cochabamba,2025-11-02,Congelados,3.754
cochabamba,2025-11-02,Cuidado Personal,7.3533
cochabamba,2025-11-02,Cuidado del Bebé,5.1652
cochabamba,2025-11-02,Cuidado del Hogar,4.0452
cochabamba,2025-11-02,Fiambres,3.2268
cochabamba,2025-11-02,Frutas y Verduras,1.9961
cochabamba,2025-11-02,Granos y Hortalizas,43.436
cochabamba,2025-11-02,Lácteos y Derivados,11.2019
cochabamba,2025-11-02,Panadería,9.4996
cochabamba,2025-11-02,Pastelería y Masas Típicas,8.0124
la_paz,2025-11-02,Abarrotes,2.1789
la_paz,2025-11-02,Bazar,0.0101
la_paz,2025-11-02,Bebidas,2.4593
la_paz,2025-11-02,Carnes,3.4422
la_paz,2025-11-02,Congelados,1.059
la_paz,2025-11-02,Cuidado Personal,4.7949
la_paz,2025-11-02,Cuidado del Bebé,0.7355
la_paz,2025-11-02,Cuidado del Hogar,3.891
la_paz,2025-11-02,Fiambres,8.0725
la_paz,2025-11-02,Frutas y Verduras,8.779
la_paz,2025-11-02,Granos y Hortalizas,4.0963
la_paz,2025-11-02,Lácteos y Derivados,5.6695
la_paz,2025-11-02,Panadería,1.3353
la_paz,2025-11-02,Pastelería y Masas Típicas,7.3674
santa_cruz,2025-11-02,Abarrotes,2.634
santa_cruz,2025-11-02,Bazar,2.9561
santa_cruz,2025-11-02,Bebidas,3.0681
santa_cruz,2025-11-02,CUDADOS OTC,0.0
santa_cruz,2025-11-02,Carnes,3.2764
santa_cruz,2025-11-02,Congelados,13.4222
santa_cruz,2025-11-02,Cuidado Personal,2.0443
santa_cruz,2025-11-02,Cuidado del Bebé,12.7941
santa_cruz,2025-11-02,Cuidado del Hogar,3.2609
santa_cruz,2025-11-02,Farmacia Otc,0.0
santa_cruz,2025-11-02,Fiambres,4.818
santa_cruz,2025-11-02,Frutas y Verduras,1.9413
santa_cruz,2025-11-02,Granos y Hortalizas,25.0737
santa_cruz,2025-11-02,Lácteos y Derivados,13.1757
santa_cruz,2025-11-02,Panadería,20.4884
santa_cruz,2025-11-02,Pastelería y Masas Típicas,25.2285
cochabamba,2025-11-03,Abarrotes,2.4502
cochabamba,2025-11-03,Bazar,1.2058
cochabamba,2025-11-03,Bebidas,2.6154
cochabamba,2025-11-03,Carnes,8.6306
cochabamba,2025-11-03,Congelados,3.754
cochabamba,2025-11-03,Cuidado Personal,7.3533
cochabamba,2025-11-03,Cuidado del Bebé,5.1652
cochabamba,2025-11-03,Cuidado del Hogar,4.0452
cochabamba,2025-11-03,Fiambres,3.2268
cochabamba,2025-11-03,Frutas y Verduras,1.9961
cochabamba,2025-11-03,Granos y Hortalizas,43.436
cochabamba,2025-11-03,Lácteos y Derivados,11.2019
cochabamba,2025-11-03,Panadería,9.4996
cochabamba,2025-11-03,Pastelería y Masas Típicas,8.0124
la_paz,2025-11-03,Abarrotes,2.1789
la_paz,2025-11-03,Bazar,0.0101
la_paz,2025-11-03,Bebidas,2.4593
la_paz,2025-11-03,Carnes,0.0
la_paz,2025-11-03,Congelados,1.059
la_paz,2025-11-03,Cuidado Personal,4.7949
la_paz,2025-11-03,Cuidado del Bebé,0.7355
la_paz,2025-11-03,Cuidado del Hogar,3.891
la_paz,2025-11-03,Fiambres,8.0725
la_paz,2025-11-03,Frutas y Verduras,8.779
la_paz,2025-11-03,Granos y Hortalizas,4.0963
la_paz,2025-11-03,Lácteos y Derivados,5.6695
la_paz,2025-11-03,Panadería,1.3353
la_paz,2025-11-03,Pastelería y Masas Típicas,7.3674
santa_cruz,2025-11-03,Abarrotes,2.634
santa_cruz,2025-11-03,Bazar,2.9561
santa_cruz,2025-11-03,Bebidas,3.0681
santa_cruz,2025-11-03,CUDADOS OTC,0.0
santa_cruz,2025-11-03,Carnes,3.2764
santa_cruz,2025-11-03,Congelados,13.4222
santa_cruz,2025-11-03,Cuidado Personal,2.0443
santa_cruz,2025-11-03,Cuidado del Bebé,12.7941
santa_cruz,2025-11-03,Cuidado del Hogar,3.2609
santa_cruz,2025-11-03,Farmacia Otc,0.0
santa_cruz,2025-11-03,Fiambres,4.818
santa_cruz,2025-11-03,Frutas y Verduras,1.9413
santa_cruz,2025-11-03,Granos y Hortalizas,25.0737
santa_cruz,2025-11-03,Lácteos y Derivados,13.1757
santa_cruz,2025-11-03,Panadería,20.4884
santa_cruz,2025-11-03,Pastelería y Masas Típicas,25.2285
cochabamba,2025-11-04,Abarrotes,2.4502
cochabamba,2025-11-04,Bazar,1.2058
cochabamba,2025-11-04,Bebidas,2.6154
cochabamba,2025-11-04,Carnes,8.6306
cochabamba,2025-11-04,Congelados,3.754
cochabamba,2025-11-04,Cuidado Personal,7.3533
cochabamba,2025-11-04,Cuidado del Bebé,5.1652
cochabamba,2025-11-04,Cuidado del Hogar,4.1547
cochabamba,2025-11-04,Fiambres,3.2268
cochabamba,2025-11-04,Frutas y Verduras,1.9961
cochabamba,2025-11-04,Granos y Hortalizas,43.436
cochabamba,2025-11-04,Lácteos y Derivados,11.2019
cochabamba,2025-11-04,Panadería,9.4996
cochabamba,2025-11-04,Pastelería y Masas Típicas,8.0124
la_paz,2025-11-04,Abarrotes,2.1789
la_paz,2025-11-04,Bazar,0.0101
la_paz,2025-11-04,Bebidas,2.4593
la_paz,2025-11-04,Carnes,0.0
la_paz,2025-11-04,Congelados,1.059
la_paz,2025-11-04,Cuidado Personal,4.7949
la_paz,2025-11-04,Cuidado del Bebé,0.7355
la_paz,2025-11-04,Cuidado del Hogar,3.891
la_paz,2025-11-04,Fiambres,8.0725
la_paz,2025-11-04,Frutas y Verduras,8.779
la_paz,2025-11-04,Granos y Hortalizas,4.0963
la_paz,2025-11-04,Lácteos y Derivados,5.6695
la_paz,2025-11-04,Panadería,1.3353
la_paz,2025-11-04,Pastelería y Masas Típicas,7.3674
santa_cruz,2025-11-04,Abarrotes,2.634
santa_cruz,2025-11-04,Bazar,2.9561
santa_cruz,2025-11-04,Bebidas,3.0681
santa_cruz,2025-11-04,CUDADOS OTC,0.0
santa_cruz,2025-11-04,Carnes,3.2764
santa_cruz,2025-11-04,Congelados,13.4222
santa_cruz,2025-11-04,Cuidado Personal,2.0443
santa_cruz,2025-11-04,Cuidado del Bebé,12.7941
santa_cruz,2025-11-04,Cuidado del Hogar,3.2609
santa_cruz,2025-11-04,Farmacia Otc,0.0
santa_cruz,2025-11-04,Fiambres,4.818
santa_cruz,2025-11-04,Frutas y Verduras,1.9413
santa_cruz,2025-11-04,Granos y Hortalizas,25.0737
santa_cruz,2025-11-04,Lácteos y Derivados,13.1757
santa_cruz,2025-11-04,Panadería,20.4884
santa_cruz,2025-11-04,Pastelería y Masas Típicas,25.2285
cochabamba,2025-11-05,Abarrotes,3.0442
cochabamba,2025-11-05,Bazar,1.2058
cochabamba,2025-11-05,Bebidas,4.2998
cochabamba,2025-11-05,Carnes,51.1053
cochabamba,2025-11-05,Congelados,9.6471
cochabamba,2025-11-05,Cuidado Personal,9.4859
cochabamba,2025-11-05,Cuidado del Bebé,7.3653
cochabamba,2025-11-05,Cuidado del Hogar,4.7017
cochabamba,2025-11-05,Fiambres,7.0641
cochabamba,2025-11-05,Frutas y Verduras,1.9961
cochabamba,2025-11-05,Granos y Hortalizas,43.436
cochabamba,2025-11-05,Lácteos y Derivados,26.0451
cochabamba,2025-11-05,Panadería,32.0848
cochabamba,2025-11-05,Pastelería y Masas Típicas,11.0913
la_paz,2025-11-05,Abarrotes,2.9086
la_paz,2025-11-05,Bazar,0.0101
la_paz,2025-11-05,Bebidas,6.8283
la_paz,2025-11-05,Carnes,29.1672
la_paz,2025-11-05,Congelados,1.6379
la_paz,2025-11-05,Cuidado Personal,6.6834
la_paz,2025-11-05,Cuidado del Bebé,1.2736
la_paz,2025-11-05,Cuidado del Hogar,7.1774
la_paz,2025-11-05,Fiambres,15.887
la_paz,2025-11-05,Frutas y Verduras,10.0515
la_paz,2025-11-05,Granos y Hortalizas,7.4239
la_paz,2025-11-05,Lácteos y Derivados,9.1388
la_paz,2025-11-05,Panadería,9.863
la_paz,2025-11-05,Pastelería y Masas Típicas,8.7111
santa_cruz,2025-11-05,Abarrotes,3.5044
santa_cruz,2025-11-05,Bazar,2.9561
santa_cruz,2025-11-05,Bebidas,3.646
santa_cruz,2025-11-05,CUDADOS OTC,0.0
santa_cruz,2025-11-05,Carnes,6.683
santa_cruz,2025-11-05,Congelados,15.3656
santa_cruz,2025-11-05,Cuidado Personal,3.4297
santa_cruz,2025-11-05,Cuidado del Bebé,13.6829
santa_cruz,2025-11-05,Cuidado del Hogar,4.8471
santa_cruz,2025-11-05,Farmacia Otc,0.0
santa_cruz,2025-11-05,Fiambres,10.6072
santa_cruz,2025-11-05,Frutas y Verduras,1.9413
santa_cruz,2025-11-05,Granos y Hortalizas,37.2086
santa_cruz,2025-11-05,Lácteos y Derivados,19.6016
santa_cruz,2025-11-05,Panadería,32.0815
santa_cruz,2025-11-05,Pastelería y Masas Típicas,31.157
cochabamba,2025-11-06,Abarrotes,4.2153
cochabamba,2025-11-06,Bazar,1.2058
cochabamba,2025-11-06,Bebidas,4.7632
cochabamba,2025-11-06,Carnes,40.7486
cochabamba,2025-11-06,Congelados,9.9896
cochabamba,2025-11-06,Cuidado Personal,9.9621
cochabamba,2025-11-06,Cuidado del Bebé,7.7696
cochabamba,2025-11-06,Cuidado del Hogar,5.2423
cochabamba,2025-11-06,Fiambres,2.9082
cochabamba,2025-11-06,Frutas y Verduras,1.9961
cochabamba,2025-11-06,Granos y Hortalizas,59.0727
cochabamba,2025-11-06,Lácteos y Derivados,26.4544
cochabamba,2025-11-06,Panadería,23.2247
cochabamba,2025-11-06,Pastelería y Masas Típicas,11.9292
la_paz,2025-11-06,Abarrotes,3.1233
la_paz,2025-11-06,Bazar,0.0101
la_paz,2025-11-06,Bebidas,5.8693
la_paz,2025-11-06,Carnes,5.9828
la_paz,2025-11-06,Congelados,2.2955
la_paz,2025-11-06,Cuidado Personal,8.1683
la_paz,2025-11-06,Cuidado del Bebé,1.2736
la_paz,2025-11-06,Cuidado del Hogar,9.2094
la_paz,2025-11-06,Fiambres,11.2425
la_paz,2025-11-06,Frutas y Verduras,10.311
la_paz,2025-11-06,Granos y Hortalizas,7.4239
la_paz,2025-11-06,Lácteos y Derivados,7.4323
la_paz,2025-11-06,Panadería,5.1332
la_paz,2025-11-06,Pastelería y Masas Típicas,9.8079
santa_cruz,2025-11-06,Abarrotes,3.2565
santa_cruz,2025-11-06,Bazar,4.7022
santa_cruz,2025-11-06,Bebidas,2.9327
santa_cruz,2025-11-06,CUDADOS OTC,0.0
santa_cruz,2025-11-06,Carnes,3.2764
santa_cruz,2025-11-06,Congelados,14.6914
santa_cruz,2025-11-06,Cuidado Personal,3.5531
santa_cruz,2025-11-06,Cuidado del Bebé,14.3774
santa_cruz,2025-11-06,Cuidado del Hogar,5.7118
santa_cruz,2025-11-06,Farmacia Otc,0.0
santa_cruz,2025-11-06,Fiambres,10.5076
santa_cruz,2025-11-06,Frutas y Verduras,1.9413
santa_cruz,2025-11-06,Granos y Hortalizas,40.7
santa_cruz,2025-11-06,Lácteos y Derivados,13.9925
santa_cruz,2025-11-06,Panadería,15.5822
santa_cruz,2025-11-06,Pastelería y Masas Típicas,29.2907
cochabamba,2025-11-07,Abarrotes,3.7258
cochabamba,2025-11-07,Bazar,1.2058
cochabamba,2025-11-07,Bebidas,5.0489
cochabamba,2025-11-07,Carnes,36.9633
cochabamba,2025-11-07,Congelados,5.51
cochabamba,2025-11-07,Cuidado Personal,9.7429
cochabamba,2025-11-07,Cuidado del Bebé,7.3436
cochabamba,2025-11-07,Cuidado del Hogar,5.5243
cochabamba,2025-11-07,Fiambres,2.6542
cochabamba,2025-11-07,Frutas y Verduras,1.9961
